Gene1,Gene2
Klf6,Jun
Jun,Klf6
Klf6,Atf3
Atf3,Klf6
Klf6,Btg2
Btg2,Klf6
Lhx2,Ldb1
Ldb1,Lhx2
Mcm7,Rif1
Mcm7,Timeless
Timeless,Mcm7
Mcm7,Rbl1
Rbl1,Mcm7
Mcm7,Cdc20
Mcm7,Uhrf1
Mcm7,Mcm5
Mcm5,Mcm7
Mcm7,Ccnd1
Ccnd1,Mcm7
Mcm7,Espl1
Espl1,Mcm7
Mcm7,Rad51
Rad51,Mcm7
Mcm7,Mcm2
Mcm2,Mcm7
Mcm7,Mcm4
Mcm4,Mcm7
Mcm7,Ccnb1
Mcm7,Rrm2
Mcm7,Msh6
Mcm7,Kntc1
Kntc1,Mcm7
Mcm7,Dnmt1
Dnmt1,Mcm7
Mcm7,Orc2
Orc2,Mcm7
Mcm7,Mcm3
Mcm3,Mcm7
Mcm7,Mcm6
Mcm6,Mcm7
Smarcb1,Gli1
Gli1,Smarcb1
Smarcb1,Hdac2
Hdac2,Smarcb1
Smarcb1,Brd7
Brd7,Smarcb1
Smarcb1,Runx1
Runx1,Smarcb1
Smarcb1,Smarcc2
Smarcc2,Smarcb1
Smarcb1,Trp53
Trp53,Smarcb1
Smarcb1,Smarcd1
Smarcd1,Smarcb1
Smarcb1,Ccnd1
Ccnd1,Smarcb1
Smarcb1,Yeats4
Yeats4,Smarcb1
Smarcb1,Smarca2
Smarca2,Smarcb1
Smarcb1,Smarca4
Smarca4,Smarcb1
Smarcb1,Smarcc1
Smarcc1,Smarcb1
Ilf2,Hnrnpk
Hnrnpk,Ilf2
Ilf2,Ilf3
Ilf3,Ilf2
Ilf2,Matr3
Matr3,Ilf2
Ilf2,Ctsz
Ilf2,Cst3
Ilf2,Ssb
Ssb,Ilf2
Ilf2,Timp2
Ilf2,Ctsd
Ilf2,Srsf3
Srsf3,Ilf2
Mcm6,Uhrf1
Mcm3,Uhrf1
Dnmt1,Uhrf1
Kntc1,Uhrf1
Mcm5,Uhrf1
Mcm4,Uhrf1
Ezh2,Uhrf1
Brca1,Uhrf1
Mcm2,Uhrf1
Ehmt2,Uhrf1
Rad51,Uhrf1
Espl1,Uhrf1
Sp1,Taf6
Taf6,Sp1
Sp1,Usf1
Usf1,Sp1
Sp1,Smad4
Smad4,Sp1
Sp1,Ep300
Ep300,Sp1
Sp1,Ints12
Ints12,Sp1
Sp1,Taf9
Taf9,Sp1
Sp1,Ncoa3
Ncoa3,Sp1
Sp1,Trp53
Trp53,Sp1
Sp1,Snapc3
Snapc3,Sp1
Sp1,Ell2
Ell2,Sp1
Sp1,Ell3
Ell3,Sp1
Sp1,Jun
Jun,Sp1
Sp1,Smad3
Smad3,Sp1
Sp1,Hdac1
Hdac1,Sp1
Sp1,Mdm2
Mdm2,Sp1
Sp1,Mapk8
Mapk8,Sp1
Sp1,Smad2
Smad2,Sp1
Sp1,Taf5
Taf5,Sp1
Sp1,Srrt
Srrt,Sp1
Tulp3,Gli2
Gli2,Tulp3
Ell2,Taf6
Taf6,Ell2
Ell2,Ints12
Ints12,Ell2
Ell2,Taf9
Taf9,Ell2
Ell2,Snapc3
Snapc3,Ell2
Ell2,Mllt1
Mllt1,Ell2
Ell2,Taf5
Taf5,Ell2
Ell2,Ell3
Ell3,Ell2
Ell2,Srrt
Srrt,Ell2
Fxr1,Fxr2
Fxr2,Fxr1
Akt1,Gata3
Gata3,Akt1
Akt1,Dnmt1
Dnmt1,Akt1
Akt1,Mkrn1
Akt1,Sox2
Sox2,Akt1
Akt1,Ndrg1
Akt1,Smad4
Smad4,Akt1
Akt1,Ccnb1
Akt1,Snai1
Snai1,Akt1
Akt1,Myc
Myc,Akt1
Akt1,Ezh2
Ezh2,Akt1
Akt1,Hspa5
Akt1,Igfbp2
Akt1,Atf4
Atf4,Akt1
Akt1,Notch4
Notch4,Akt1
Akt1,Phf20
Phf20,Akt1
Akt1,Gja1
Akt1,Foxo3
Foxo3,Akt1
Akt1,Lrp2
Akt1,Kit
Akt1,Trp53
Trp53,Akt1
Akt1,Vim
Akt1,Klf4
Klf4,Akt1
Akt1,Id2
Id2,Akt1
Akt1,Igf2
Akt1,Twist1
Twist1,Akt1
Akt1,Pdcd4
Akt1,Zeb1
Zeb1,Akt1
Akt1,Trib3
Trib3,Akt1
Akt1,Srebf1
Srebf1,Akt1
Akt1,Ctnnb1
Ctnnb1,Akt1
Akt1,Jun
Jun,Akt1
Akt1,Htt
Htt,Akt1
Akt1,Rela
Rela,Akt1
Akt1,Ikbkb
Ikbkb,Akt1
Akt1,Atf2
Atf2,Akt1
Akt1,Ccnd1
Ccnd1,Akt1
Akt1,Tcl1
Akt1,Bmi1
Bmi1,Akt1
Akt1,Vegfa
Akt1,Smad3
Smad3,Akt1
Akt1,Anxa5
Akt1,Fn1
Akt1,Rapgef3
Rapgef3,Akt1
Akt1,Brca1
Brca1,Akt1
Akt1,Ybx1
Ybx1,Akt1
Akt1,Foxo1
Foxo1,Akt1
Akt1,Notch1
Notch1,Akt1
Akt1,Foxa2
Foxa2,Akt1
Akt1,Atm
Atm,Akt1
Akt1,Tgfb1
Tgfb1,Akt1
Akt1,Egr1
Egr1,Akt1
Akt1,Mdm2
Mdm2,Akt1
Akt1,Hspb1
Hspb1,Akt1
Akt1,Brpf1
Brpf1,Akt1
Akt1,Pdk1
Akt1,Smad2
Smad2,Akt1
Akt1,Parp1
Parp1,Akt1
Akt1,Nrg1
Akt1,Mapk11
Mapk11,Akt1
Akt1,Ilk
Ilk,Akt1
Akt1,Mapk13
Mapk13,Akt1
Akt1,Mapk3
Mapk3,Akt1
Akt1,Pml
Pml,Akt1
Akt1,Txnip
Akt1,Sirt1
Sirt1,Akt1
Akt1,Ncor1
Ncor1,Akt1
Hoxd13,Meis1
Meis1,Hoxd13
Nacc1,Zfp281
Zfp281,Nacc1
Nacc1,Nanog
Nanog,Nacc1
Tgfb1,Smad4
Smad4,Tgfb1
Tgfb1,Snai1
Snai1,Tgfb1
Tgfb1,Srgn
Tgfb1,Ep300
Ep300,Tgfb1
Tgfb1,Sparc
Tgfb1,Trp53
Trp53,Tgfb1
Tgfb1,Vim
Tgfb1,Igf2
Tgfb1,Smad7
Smad7,Tgfb1
Tgfb1,Sdc4
Tgfb1,App
Tgfb1,Ctnnb1
Ctnnb1,Tgfb1
Tgfb1,Lefty2
Tgfb1,Vegfa
Tgfb1,Smad3
Smad3,Tgfb1
Tgfb1,Zfhx3
Zfhx3,Tgfb1
Tgfb1,Serpine2
Tgfb1,Smurf1
Smurf1,Tgfb1
Tgfb1,Fn1
Tgfb1,Runx3
Runx3,Tgfb1
Tgfb1,Gas6
Tgfb1,Ltbp4
Tgfb1,Lefty1
Tgfb1,Smad2
Smad2,Tgfb1
Bmp4,Lamb1
Men1,Lamb1
Csf1,Lamb1
Irf3,Ddx58
Ddx58,Irf3
Irf3,Trim25
Trim25,Irf3
Irf3,Ep300
Ep300,Irf3
Irf3,Myd88
Myd88,Irf3
Irf3,Ctnnb1
Ctnnb1,Irf3
Irf3,Jun
Jun,Irf3
Plag1,Hmga2
Hmga2,Plag1
Mapk8,Tpm4
Xbp1,Calr
Atf6,Calr
Cux1,Eomes
Eomes,Cux1
Cux1,Satb2
Satb2,Cux1
Dnmt1,Rb1
Rb1,Dnmt1
Dnmt1,Hdac2
Hdac2,Dnmt1
Dnmt1,Sox2
Sox2,Dnmt1
Dnmt1,Rbbp4
Rbbp4,Dnmt1
Dnmt1,Ezh2
Ezh2,Dnmt1
Dnmt1,Phf1
Phf1,Dnmt1
Dnmt1,Mcm2
Mcm2,Dnmt1
Dnmt1,Eed
Eed,Dnmt1
Dnmt1,Trp53
Trp53,Dnmt1
Dnmt1,Ctcf
Ctcf,Dnmt1
Dnmt1,Zeb1
Zeb1,Dnmt1
Dnmt1,Sap30
Sap30,Dnmt1
Dnmt1,Jarid2
Jarid2,Dnmt1
Dnmt1,Mtf2
Mtf2,Dnmt1
Dnmt1,Bmi1
Bmi1,Dnmt1
Dnmt1,Rbbp7
Rbbp7,Dnmt1
Dnmt1,Hdac1
Hdac1,Dnmt1
Dnmt1,Tet1
Dnmt1,Tet2
Dnmt1,Mcm5
Mcm5,Dnmt1
Dnmt1,Rbl1
Rbl1,Dnmt1
Dnmt1,Atm
Atm,Dnmt1
Dnmt1,Smarca5
Smarca5,Dnmt1
Dnmt1,Nanog
Nanog,Dnmt1
Dnmt1,Suz12
Suz12,Dnmt1
Dnmt1,Ehmt2
Ehmt2,Dnmt1
Dnmt1,Parp1
Parp1,Dnmt1
Dnmt1,Mbd2
Mbd2,Dnmt1
Dnmt1,Sirt1
Sirt1,Dnmt1
Phb2,Hdac1
Hdac1,Phb2
Ehmt2,Plod3
Mapk13,Dusp9
Mapk13,Trp53
Trp53,Mapk13
Mapk13,Jun
Jun,Mapk13
Mapk13,Atf2
Atf2,Mapk13
Mapk13,Vegfa
Mapk13,Elk1
Elk1,Mapk13
Mapk13,Rapgef3
Rapgef3,Mapk13
Mapk13,Fosl2
Fosl2,Mapk13
Mapk13,Ddit3
Ddit3,Mapk13
Mapk13,Mapk11
Mapk11,Mapk13
Mapk13,Mapk3
Mapk3,Mapk13
Mapk13,Elk4
Elk4,Mapk13
Crabp2,Rara
Rara,Crabp2
Crabp2,Rarg
Rarg,Crabp2
Hspb1,Daxx
Daxx,Hspb1
Hspb1,Hnrnpd
Hnrnpd,Hspb1
Hspb1,Hspa5
Hspb1,Trp53
Trp53,Hspb1
Hspb1,Mapk11
Mapk11,Hspb1
Mycn,Ndrg1
Bmp4,App
Men1,App
Nfkb2,App
Htt,App
Rela,App
Apbb1,App
Grin1,App
Notch1,App
Gnrh1,App
Mapk8,App
Csf1,App
Mcm6,Msh6
Mcm3,Msh6
Mcm4,Msh6
Bard1,Msh6
Mcm2,Msh6
Apex1,Msh6
Xrcc5,Msh6
Rad51,Msh6
Espl1,Msh6
Pms1,Msh6
Mcm5,Msh6
Xrcc6,Msh6
Brca1,Msh6
Ercc8,Msh6
Brca2,Msh6
Atm,Msh6
Timeless,Msh6
Mlxipl,Srebf1
Srebf1,Mlxipl
Mlxipl,Mlxip
Mlxip,Mlxipl
Mlxipl,Txnip
Trim28,Zfp446
Zfp446,Trim28
Trim28,Smarca4
Smarca4,Trim28
Trim28,Zfp398
Zfp398,Trim28
Trim28,Zfp57
Trim28,Krba1
Krba1,Trim28
Trim28,Atm
Atm,Trim28
Trim28,Smarcc1
Smarcc1,Trim28
Trp53,Kit
Bmp4,Kit
Csf1,Kit
Ctcf,Myc
Myc,Ctcf
Ctcf,Igf2
Ctcf,Ubtf
Ubtf,Ctcf
Ctcf,Pax6
Pax6,Ctcf
Ctcf,Suz12
Suz12,Ctcf
Gnrh1,Trh
Tead4,Sox2
Sox2,Tead4
Tead4,Tead1
Tead1,Tead4
Tead4,Runx3
Runx3,Tead4
Tead4,Wwtr1
Wwtr1,Tead4
Tead4,Tcf7
Tcf7,Tead4
Mcm6,Cdc20
Mcm3,Cdc20
Keap1,Cdc20
Kntc1,Cdc20
Mybl2,Cdc20
Mcm4,Cdc20
Mcm2,Cdc20
Trp53,Cdc20
Smurf2,Cdc20
Rnf14,Cdc20
Rad51,Cdc20
Espl1,Cdc20
Trim24,Cdc20
Rnf6,Cdc20
Hmgb2,Cdc20
Rlim,Cdc20
Mcm5,Cdc20
Smurf1,Cdc20
Brca1,Cdc20
Trim32,Cdc20
Kpna2,Cdc20
Trp53,Epha2
Ilk,Nphs1
Ctnnb1,Sox2
Sox2,Ctnnb1
Ctnnb1,Smad4
Smad4,Ctnnb1
Ctnnb1,Snai1
Snai1,Ctnnb1
Ctnnb1,Myc
Myc,Ctnnb1
Ctnnb1,Ep300
Ep300,Ctnnb1
Ctnnb1,Foxo3
Foxo3,Ctnnb1
Ctnnb1,Sox4
Sox4,Ctnnb1
Ctnnb1,Pitx2
Pitx2,Ctnnb1
Ctnnb1,Trp53
Trp53,Ctnnb1
Ctnnb1,Bmp4
Bmp4,Ctnnb1
Ctnnb1,Klf4
Klf4,Ctnnb1
Ctnnb1,Ruvbl1
Ruvbl1,Ctnnb1
Ctnnb1,Smad7
Smad7,Ctnnb1
Ctnnb1,Men1
Men1,Ctnnb1
Ctnnb1,Ctbp1
Ctbp1,Ctnnb1
Ctnnb1,Smarca4
Smarca4,Ctnnb1
Ctnnb1,Trrap
Trrap,Ctnnb1
Ctnnb1,Ctnnbip1
Ctnnbip1,Ctnnb1
Ctnnb1,Jun
Jun,Ctnnb1
Ctnnb1,Gli2
Gli2,Ctnnb1
Ctnnb1,Tcf7
Tcf7,Ctnnb1
Ctnnb1,Sox7
Sox7,Ctnnb1
Ctnnb1,Ccnd1
Ccnd1,Ctnnb1
Ctnnb1,Vegfa
Ctnnb1,Hdac1
Hdac1,Ctnnb1
Ctnnb1,Sox17
Sox17,Ctnnb1
Ctnnb1,Fn1
Ctnnb1,Runx3
Runx3,Ctnnb1
Ctnnb1,Ldb1
Ldb1,Ctnnb1
Ctnnb1,Foxo1
Foxo1,Ctnnb1
Ctnnb1,Notch1
Notch1,Ctnnb1
Ctnnb1,Glul
Ctnnb1,Nanog
Nanog,Ctnnb1
Ctnnb1,Mapk8
Mapk8,Ctnnb1
Ctnnb1,Tle1
Tle1,Ctnnb1
Ctnnb1,Tcf4
Tcf4,Ctnnb1
Ctnnb1,Mapk11
Mapk11,Ctnnb1
Elk1,Srf
Srf,Elk1
Elk1,Mapk8
Mapk8,Elk1
Elk1,Mapk11
Mapk11,Elk1
Elk1,Mapk3
Mapk3,Elk1
Elk1,Elk4
Elk4,Elk1
Med15,Thrap3
Thrap3,Med15
Med15,Med31
Med31,Med15
Med15,Hdac3
Hdac3,Med15
Med15,Ep300
Ep300,Med15
Med15,Med12
Med12,Med15
Med15,Ncoa3
Ncoa3,Med15
Med15,Med21
Med21,Med15
Med15,Med4
Med4,Med15
Med15,Ncor1
Ncor1,Med15
Nanog,Sox2
Sox2,Nanog
Nanog,Alpl
Nanog,Snai1
Snai1,Nanog
Nanog,Myc
Myc,Nanog
Nanog,Ezh2
Ezh2,Nanog
Nanog,Esrrb
Esrrb,Nanog
Nanog,Eomes
Eomes,Nanog
Nanog,Dppa4
Nanog,Trp53
Trp53,Nanog
Nanog,Bmp4
Bmp4,Nanog
Nanog,Zfp42
Zfp42,Nanog
Nanog,Klf4
Klf4,Nanog
Nanog,Jarid2
Jarid2,Nanog
Nanog,Sall1
Sall1,Nanog
Nanog,Tdgf1
Nanog,Sall4
Sall4,Nanog
Nanog,Dppa2
Nanog,Gata4
Gata4,Nanog
Nanog,Foxd3
Foxd3,Nanog
Nanog,Bmi1
Bmi1,Nanog
Nanog,Ddx5
Ddx5,Nanog
Nanog,Tet1
Nanog,Zfp281
Zfp281,Nanog
Nanog,Tet2
Nanog,Utf1
Utf1,Nanog
Nanog,Sox17
Sox17,Nanog
Nanog,Prdm14
Prdm14,Nanog
Nanog,Gata6
Gata6,Nanog
Nanog,Foxa2
Foxa2,Nanog
Nanog,Prdm1
Prdm1,Nanog
Nanog,Tbx3
Tbx3,Nanog
Nanog,Pax6
Pax6,Nanog
Nanog,Klf2
Klf2,Nanog
Nanog,Lefty1
Nanog,Tcf4
Tcf4,Nanog
Nanog,Fgf4
Nanog,Mapk3
Mapk3,Nanog
Nanog,Zic3
Zic3,Nanog
Ehmt2,Hdac2
Hdac2,Ehmt2
Ehmt2,Rbbp4
Rbbp4,Ehmt2
Ehmt2,Snai1
Snai1,Ehmt2
Ehmt2,Myc
Myc,Ehmt2
Ehmt2,Rcor2
Rcor2,Ehmt2
Ehmt2,Yaf2
Yaf2,Ehmt2
Ehmt2,Chd4
Chd4,Ehmt2
Ehmt2,Rnf2
Rnf2,Ehmt2
Ehmt2,Plod1
Ehmt2,Hdac5
Hdac5,Ehmt2
Ehmt2,Trp53
Trp53,Ehmt2
Ehmt2,Plod2
Ehmt2,Jarid2
Jarid2,Ehmt2
Ehmt2,Mta3
Mta3,Ehmt2
Ehmt2,Rbbp7
Rbbp7,Ehmt2
Ehmt2,Hdac1
Hdac1,Ehmt2
Ehmt2,Ubtf
Ubtf,Ehmt2
Ehmt2,Prdm1
Prdm1,Ehmt2
Ehmt2,Suz12
Suz12,Ehmt2
Ehmt2,Sirt1
Sirt1,Ehmt2
Glis2,Ctbp1
Ctbp1,Glis2
Tsg101,Nedd4
Tsg101,Cd63
Csf1,Spp1
Csf1,Vegfa
Csf1,Pdgfra
Csf1,Fn1
Csf1,Apoe
Csf1,Gas6
Csf1,Ckap4
Csf1,Pdia6
Csf1,Lamc1
Csf1,Bmp4
Bmp4,Csf1
Csf1,Lamb2
Csf1,Calu
Csf1,Men1
Men1,Csf1
Csf1,Notum
Csf1,Cst3
Csf1,Nfatc1
Nfatc1,Csf1
Notch4,Maml3
Maml3,Notch4
Notch4,Notch2
Notch2,Notch4
Notch4,Hey2
Hey2,Notch4
Notch4,Dtx1
Dtx1,Notch4
Notch4,Tmed2
Notch4,Smad3
Smad3,Notch4
Notch4,Notch1
Notch1,Notch4
Notch4,Rbpj
Rbpj,Notch4
Notch4,Maml1
Maml1,Notch4
Srf,Nfatc4
Nfatc4,Srf
Srf,Nfatc1
Nfatc1,Srf
Srf,Gata4
Gata4,Srf
Srf,Hopx
Hopx,Srf
Srf,Nfatc3
Nfatc3,Srf
Srf,Hdac4
Hdac4,Srf
Srf,Ets1
Ets1,Srf
Srf,Elk4
Elk4,Srf
Preb,Ctsz
Trim32,Myh9
Brca1,Ccnb1
Brca1,Myc
Myc,Brca1
Brca1,Ezh2
Ezh2,Brca1
Brca1,Rnf2
Rnf2,Brca1
Brca1,Bard1
Bard1,Brca1
Brca1,Trp53
Trp53,Brca1
Brca1,Pias1
Pias1,Brca1
Brca1,Xrcc5
Xrcc5,Brca1
Brca1,Jun
Jun,Brca1
Brca1,Rad51
Rad51,Brca1
Brca1,Cbx7
Cbx7,Brca1
Brca1,Ccnd1
Ccnd1,Brca1
Brca1,Xrcc6
Xrcc6,Brca1
Brca1,Brca2
Brca2,Brca1
Brca1,Atm
Atm,Brca1
Brca1,Phc1
Phc1,Brca1
Brca1,Cbx8
Cbx8,Brca1
Brca1,Timeless
Timeless,Brca1
Brca1,Suz12
Suz12,Brca1
Brca1,Rif1
Brca1,Cbx4
Cbx4,Brca1
Brca1,Parp1
Parp1,Brca1
Suz12,Mtf2
Mtf2,Suz12
Suz12,Hdac2
Hdac2,Suz12
Suz12,Bmi1
Bmi1,Suz12
Suz12,Rbbp4
Rbbp4,Suz12
Suz12,Rbbp7
Rbbp7,Suz12
Suz12,Hdac1
Hdac1,Suz12
Suz12,Ezh2
Ezh2,Suz12
Suz12,Rara
Rara,Suz12
Suz12,Phf1
Phf1,Suz12
Suz12,Rnf2
Rnf2,Suz12
Suz12,Hdac3
Hdac3,Suz12
Suz12,Ezh1
Ezh1,Suz12
Suz12,Cbx6
Cbx6,Suz12
Suz12,Ep300
Ep300,Suz12
Suz12,Phc1
Phc1,Suz12
Suz12,Cbx8
Cbx8,Suz12
Suz12,Rarg
Rarg,Suz12
Suz12,Ncoa3
Ncoa3,Suz12
Suz12,Eed
Eed,Suz12
Suz12,Pax6
Pax6,Suz12
Suz12,Pias2
Pias2,Suz12
Suz12,Rybp
Rybp,Suz12
Suz12,Ncoa6
Ncoa6,Suz12
Suz12,Cbx4
Cbx4,Suz12
Suz12,Jarid2
Jarid2,Suz12
Suz12,Cbx7
Cbx7,Suz12
Suz12,Asxl1
Asxl1,Suz12
Suz12,Ncor1
Ncor1,Suz12
Etv4,Fgf3
Etv4,Fgf10
Etv4,Ncoa3
Ncoa3,Etv4
Mybl2,Mcm3
Mcm3,Mybl2
Mybl2,Rbbp4
Rbbp4,Mybl2
Mybl2,Ccnb1
Mybl2,Espl1
Espl1,Mybl2
Mybl2,Ccnd1
Ccnd1,Mybl2
Mybl2,Hdac1
Hdac1,Mybl2
Mybl2,Rbl1
Rbl1,Mybl2
Mafk,Bach2
Bach2,Mafk
Kpna2,Rrm2
Kpna2,Ccnb1
Kpna2,Mcm5
Mcm5,Kpna2
Tbx3,Sox2
Sox2,Tbx3
Tbx3,Esrrb
Esrrb,Tbx3
Tbx3,Bmp4
Bmp4,Tbx3
Tbx3,Klf4
Klf4,Tbx3
Tbx3,Gata6
Gata6,Tbx3
Tbx3,Mapk3
Mapk3,Tbx3
Aatf,Ddx54
Ddx54,Aatf
Aatf,Dkc1
Aatf,Abt1
Abt1,Aatf
Aatf,Cebpz
Cebpz,Aatf
Aatf,Pdcd11
Pdcd11,Aatf
Aatf,Maged1
Pelp1,Taf1
Taf1,Pelp1
Pelp1,Taf6
Taf6,Pelp1
Pelp1,Ruvbl1
Ruvbl1,Pelp1
Pelp1,Ruvbl2
Ruvbl2,Pelp1
Pelp1,Phf20
Phf20,Pelp1
Pelp1,Rnf2
Rnf2,Pelp1
Pelp1,Hcfc1
Hcfc1,Pelp1
Pelp1,Taf9
Taf9,Pelp1
Nsd1,Plod1
Xab2,Hnrnpk
Hnrnpk,Xab2
Xab2,Ddb1
Ddb1,Xab2
Xab2,Srsf6
Srsf6,Xab2
Xab2,Papola
Papola,Xab2
Xab2,Ddx5
Ddx5,Xab2
Xab2,Tcerg1
Tcerg1,Xab2
Xab2,Stxbp2
Xab2,Ercc3
Ercc3,Xab2
Xab2,Hnrnpd
Hnrnpd,Xab2
Xab2,Srsf3
Srsf3,Xab2
Xab2,Rbmx
Rbmx,Xab2
Xab2,Tcea1
Tcea1,Xab2
Xab2,Ybx1
Ybx1,Xab2
Xab2,Ercc8
Ercc8,Xab2
Xab2,Ep300
Ep300,Xab2
Xab2,Elavl2
Elavl2,Xab2
Xab2,Wbp11
Wbp11,Xab2
Xab2,Plrg1
Plrg1,Xab2
Xab2,Snurf
Xab2,Ctnnbl1
Ctnnbl1,Xab2
Xab2,Srrt
Srrt,Xab2
Xab2,Fus
Fus,Xab2
Mapk8,Dusp9
Mapk11,Dusp9
Mapk3,Dusp9
Hdac2,Rb1
Rb1,Hdac2
Hdac2,Nrip1
Nrip1,Hdac2
Hdac2,Sox2
Sox2,Hdac2
Hdac2,Rbbp4
Rbbp4,Hdac2
Hdac2,Etv3
Etv3,Hdac2
Hdac2,Ctbp2
Hdac2,Rcor2
Rcor2,Hdac2
Hdac2,Ezh2
Ezh2,Hdac2
Hdac2,Chd4
Chd4,Hdac2
Hdac2,Rnf2
Rnf2,Hdac2
Hdac2,Ezh1
Ezh1,Hdac2
Hdac2,Cbx6
Cbx6,Hdac2
Hdac2,Ep300
Ep300,Hdac2
Hdac2,Hdac5
Hdac5,Hdac2
Hdac2,Runx1
Runx1,Hdac2
Hdac2,Eed
Eed,Hdac2
Hdac2,Trp53
Trp53,Hdac2
Hdac2,Smarca2
Smarca2,Hdac2
Hdac2,Ing1
Ing1,Hdac2
Hdac2,Ctbp1
Ctbp1,Hdac2
Hdac2,Smarca4
Smarca4,Hdac2
Hdac2,Phf12
Phf12,Hdac2
Hdac2,Sap30
Sap30,Hdac2
Hdac2,Hdac10
Hdac10,Hdac2
Hdac2,Jarid2
Jarid2,Hdac2
Hdac2,Cbx7
Cbx7,Hdac2
Hdac2,Sall1
Sall1,Hdac2
Hdac2,Mta3
Mta3,Hdac2
Hdac2,Sall4
Sall4,Hdac2
Hdac2,Asxl1
Asxl1,Hdac2
Hdac2,Bmi1
Bmi1,Hdac2
Hdac2,Brd7
Brd7,Hdac2
Hdac2,Rbbp7
Rbbp7,Hdac2
Hdac2,Hdac1
Hdac1,Hdac2
Hdac2,Tet1
Hdac2,Rest
Rest,Hdac2
Hdac2,Ubtf
Ubtf,Hdac2
Hdac2,Hopx
Hopx,Hdac2
Hdac2,Hdac3
Hdac3,Hdac2
Hdac2,Phc1
Phc1,Hdac2
Hdac2,Cbx8
Cbx8,Hdac2
Hdac2,Smarca5
Smarca5,Hdac2
Hdac2,Rbpj
Rbpj,Hdac2
Hdac2,Brpf1
Brpf1,Hdac2
Hdac2,Hdac7
Hdac7,Hdac2
Hdac2,Satb2
Satb2,Hdac2
Hdac2,Hdac4
Hdac4,Hdac2
Hdac2,Cbx4
Cbx4,Hdac2
Hdac2,Rere
Rere,Hdac2
Hdac2,Smarcc1
Smarcc1,Hdac2
Hdac2,Mbd2
Mbd2,Hdac2
Hdac2,Chd5
Chd5,Hdac2
Hdac2,Hdac11
Hdac11,Hdac2
Hdac2,Pml
Pml,Hdac2
Hdac2,Sirt1
Sirt1,Hdac2
Hdac2,Ddx20
Ddx20,Hdac2
Hdac2,Ncor1
Ncor1,Hdac2
Hey2,Gata4
Gata4,Hey2
Hey2,Notch1
Notch1,Hey2
Hey2,Ep300
Ep300,Hey2
Hey2,Notch2
Notch2,Hey2
Hey2,Rbpj
Rbpj,Hey2
Hey2,Maml1
Maml1,Hey2
Tnfaip3,Nfkb2
Nfkb2,Tnfaip3
Tnfaip3,Nfkbia
Nfkbia,Tnfaip3
Tnfaip3,Ikbkb
Ikbkb,Tnfaip3
Keap1,Socs2
Cops2,Socs2
Cry1,Ifitm1
Cry1,Arntl
Arntl,Cry1
Cry1,Nfil3
Nfil3,Cry1
Cry1,Per1
Per1,Cry1
Cry1,Timeless
Timeless,Cry1
Cry1,Npas2
Npas2,Cry1
Trp53,Timp3
Yeats4,Ruvbl2
Ruvbl2,Yeats4
Yeats4,Ep400
Ep400,Yeats4
Yeats4,Tada3
Tada3,Yeats4
Yeats4,Dr1
Dr1,Yeats4
Yeats4,Ing3
Ing3,Yeats4
Yeats4,Ruvbl1
Ruvbl1,Yeats4
Yeats4,Trrap
Trrap,Yeats4
Yeats4,Yeats2
Yeats2,Yeats4
Mdm2,Rb1
Rb1,Mdm2
Mdm2,Daxx
Daxx,Mdm2
Mdm2,Pdgfra
Mdm2,Myc
Myc,Mdm2
Mdm2,Ezh2
Ezh2,Mdm2
Mdm2,Phf20
Phf20,Mdm2
Mdm2,Foxo3
Foxo3,Mdm2
Mdm2,Trp53
Trp53,Mdm2
Mdm2,Pias1
Pias1,Mdm2
Mdm2,Sgk1
Mdm2,Ccnd1
Ccnd1,Mdm2
Mdm2,Runx3
Runx3,Mdm2
Mdm2,Nup210
Mdm2,Myo6
Mdm2,Atm
Atm,Mdm2
Mdm2,Pias2
Pias2,Mdm2
Mdm2,Ccng1
Mdm2,Fgfr3
Mdm2,Pml
Pml,Mdm2
Trp53,Ccng1
Btg2,Cnot3
